Date,Index
1995-09-11T00:00:00Z,4704.94
1995-09-12T00:00:00Z,4747.21
1995-09-13T00:00:00Z,4765.52
1995-09-14T00:00:00Z,4801.8
1995-09-15T00:00:00Z,4797.57
1995-09-18T00:00:00Z,4780.41
1995-09-19T00:00:00Z,4767.04
1995-09-20T00:00:00Z,4792.69
1995-09-21T00:00:00Z,4767.4
1995-09-22T00:00:00Z,4764.15
1995-09-25T00:00:00Z,4769.93
1995-09-26T00:00:00Z,4765.6
1995-09-27T00:00:00Z,4762.35
1995-09-28T00:00:00Z,4787.64
1995-09-29T00:00:00Z,4789.08
1995-10-02T00:00:00Z,4761.26
1995-10-03T00:00:00Z,4749.7
1995-10-04T00:00:00Z,4740.67
1995-10-05T00:00:00Z,4762.71
1995-10-06T00:00:00Z,4769.21
1995-10-09T00:00:00Z,4726.22
1995-10-10T00:00:00Z,4720.8
1995-10-11T00:00:00Z,4735.25
1995-10-12T00:00:00Z,4764.88
1995-10-13T00:00:00Z,4793.78
1995-10-16T00:00:00Z,4784.38
1995-10-17T00:00:00Z,4795.94
1995-10-18T00:00:00Z,4777.52
1995-10-19T00:00:00Z,4802.45
1995-10-20T00:00:00Z,4794.86
1995-10-23T00:00:00Z,4755.48
1995-10-24T00:00:00Z,4783.66
1995-10-25T00:00:00Z,4753.68
1995-10-26T00:00:00Z,4703.82
1995-10-27T00:00:00Z,4741.75
1995-10-30T00:00:00Z,4756.57
1995-10-31T00:00:00Z,4755.48
1995-11-01T00:00:00Z,4766.68
1995-11-02T00:00:00Z,4808.59
1995-11-03T00:00:00Z,4825.57
1995-11-06T00:00:00Z,4814.01
1995-11-07T00:00:00Z,4797.03
1995-11-08T00:00:00Z,4852.67
1995-11-09T00:00:00Z,4864.23
1995-11-10T00:00:00Z,4870.37
1995-11-13T00:00:00Z,4872.9
1995-11-14T00:00:00Z,4871.81
1995-11-15T00:00:00Z,4922.75
1995-11-16T00:00:00Z,4969.36
1995-11-17T00:00:00Z,4989.95
1995-11-20T00:00:00Z,4983.09
1995-11-21T00:00:00Z,5023.55
1995-11-22T00:00:00Z,5041.61
1995-11-23T00:00:00Z,5041.61
1995-11-24T00:00:00Z,5048.84
1995-11-27T00:00:00Z,5070.88
1995-11-28T00:00:00Z,5078.1
1995-11-29T00:00:00Z,5105.56
1995-11-30T00:00:00Z,5074.49
1995-12-01T00:00:00Z,5087.13
1995-12-04T00:00:00Z,5139.52
1995-12-05T00:00:00Z,5177.45
1995-12-06T00:00:00Z,5199.13
1995-12-07T00:00:00Z,5159.39
1995-12-08T00:00:00Z,5156.86
1995-12-11T00:00:00Z,5184.32
1995-12-12T00:00:00Z,5174.92
1995-12-13T00:00:00Z,5216.47
1995-12-14T00:00:00Z,5182.15
1995-12-15T00:00:00Z,5176.73
1995-12-18T00:00:00Z,5075.21
1995-12-19T00:00:00Z,5109.89
1995-12-20T00:00:00Z,5059.32
1995-12-21T00:00:00Z,5096.53
1995-12-22T00:00:00Z,5097.97
1995-12-25T00:00:00Z,5097.97
1995-12-26T00:00:00Z,5110.26
1995-12-27T00:00:00Z,5105.92
1995-12-28T00:00:00Z,5095.8
1995-12-29T00:00:00Z,5117.12
1996-01-01T00:00:00Z,5117.12
1996-01-02T00:00:00Z,5177.45
1996-01-03T00:00:00Z,5194.07
1996-01-04T00:00:00Z,5173.84
1996-01-05T00:00:00Z,5181.43
1996-01-08T00:00:00Z,5197.68
1996-01-09T00:00:00Z,5130.13
1996-01-10T00:00:00Z,5032.94
1996-01-11T00:00:00Z,5065.1
1996-01-12T00:00:00Z,5061.12
1996-01-15T00:00:00Z,5043.78
1996-01-16T00:00:00Z,5088.22
1996-01-17T00:00:00Z,5066.9
1996-01-18T00:00:00Z,5124.35
1996-01-19T00:00:00Z,5184.68
1996-01-22T00:00:00Z,5219.36
1996-01-23T00:00:00Z,5192.27
1996-01-24T00:00:00Z,5242.84
1996-01-25T00:00:00Z,5216.83
1996-01-26T00:00:00Z,5271.75
1996-01-29T00:00:00Z,5304.98
1996-01-30T00:00:00Z,5381.21
1996-01-31T00:00:00Z,5395.3
1996-02-01T00:00:00Z,5405.06
1996-02-02T00:00:00Z,5373.99
1996-02-05T00:00:00Z,5407.59
1996-02-06T00:00:00Z,5459.61
1996-02-07T00:00:00Z,5492.12
1996-02-08T00:00:00Z,5539.45
1996-02-09T00:00:00Z,5541.62
1996-02-12T00:00:00Z,5600.15
1996-02-13T00:00:00Z,5601.23
1996-02-14T00:00:00Z,5579.55
1996-02-15T00:00:00Z,5551.37
1996-02-16T00:00:00Z,5503.32
1996-02-19T00:00:00Z,5503.32
1996-02-20T00:00:00Z,5458.53
1996-02-21T00:00:00Z,5515.97
1996-02-22T00:00:00Z,5608.46
1996-02-23T00:00:00Z,5630.49
1996-02-26T00:00:00Z,5565.1
1996-02-27T00:00:00Z,5549.21
1996-02-28T00:00:00Z,5506.21
1996-02-29T00:00:00Z,5485.62
1996-03-01T00:00:00Z,5536.56
1996-03-04T00:00:00Z,5600.15
1996-03-05T00:00:00Z,5642.42
1996-03-06T00:00:00Z,5629.77
1996-03-07T00:00:00Z,5641.69
1996-03-08T00:00:00Z,5470.45
1996-03-11T00:00:00Z,5581
1996-03-12T00:00:00Z,5583.89
1996-03-13T00:00:00Z,5568.72
1996-03-14T00:00:00Z,5586.06
1996-03-15T00:00:00Z,5584.97
1996-03-18T00:00:00Z,5683.6
1996-03-19T00:00:00Z,5669.51
1996-03-20T00:00:00Z,5655.42
1996-03-21T00:00:00Z,5626.88
1996-03-22T00:00:00Z,5636.64
1996-03-25T00:00:00Z,5643.86
1996-03-26T00:00:00Z,5670.6
1996-03-27T00:00:00Z,5626.88
1996-03-28T00:00:00Z,5630.85
1996-03-29T00:00:00Z,5587.14
1996-04-01T00:00:00Z,5637.72
1996-04-02T00:00:00Z,5671.68
1996-04-03T00:00:00Z,5689.74
1996-04-04T00:00:00Z,5682.88
1996-04-05T00:00:00Z,5682.88
1996-04-08T00:00:00Z,5594.37
1996-04-09T00:00:00Z,5560.41
1996-04-10T00:00:00Z,5485.98
1996-04-11T00:00:00Z,5487.07
1996-04-12T00:00:00Z,5532.59
1996-04-15T00:00:00Z,5592.92
1996-04-16T00:00:00Z,5620.02
1996-04-17T00:00:00Z,5549.93
1996-04-18T00:00:00Z,5551.74
1996-04-19T00:00:00Z,5535.48
1996-04-22T00:00:00Z,5564.74
1996-04-23T00:00:00Z,5588.59
1996-04-24T00:00:00Z,5553.9
1996-04-25T00:00:00Z,5566.91
1996-04-26T00:00:00Z,5567.99
1996-04-29T00:00:00Z,5573.41
1996-04-30T00:00:00Z,5569.08
1996-05-01T00:00:00Z,5575.22
1996-05-02T00:00:00Z,5498.27
1996-05-03T00:00:00Z,5478.03
1996-05-06T00:00:00Z,5464.31
1996-05-07T00:00:00Z,5420.95
1996-05-08T00:00:00Z,5474.06
1996-05-09T00:00:00Z,5475.14
1996-05-10T00:00:00Z,5518.14
1996-05-13T00:00:00Z,5582.6
1996-05-14T00:00:00Z,5624.71
1996-05-15T00:00:00Z,5625.44
1996-05-16T00:00:00Z,5635.05
1996-05-17T00:00:00Z,5687.5
1996-05-20T00:00:00Z,5748.82
1996-05-21T00:00:00Z,5736.26
1996-05-22T00:00:00Z,5778
1996-05-23T00:00:00Z,5762.12
1996-05-24T00:00:00Z,5762.86
1996-05-27T00:00:00Z,5762.86
1996-05-28T00:00:00Z,5709.67
1996-05-29T00:00:00Z,5673.83
1996-05-30T00:00:00Z,5693.41
1996-05-31T00:00:00Z,5643.18
1996-06-03T00:00:00Z,5624.71
1996-06-04T00:00:00Z,5665.71
1996-06-05T00:00:00Z,5697.48
1996-06-06T00:00:00Z,5667.19
1996-06-07T00:00:00Z,5697.11
1996-06-10T00:00:00Z,5687.87
1996-06-11T00:00:00Z,5668.66
1996-06-12T00:00:00Z,5668.29
1996-06-13T00:00:00Z,5657.95
1996-06-14T00:00:00Z,5649.45
1996-06-17T00:00:00Z,5652.78
1996-06-18T00:00:00Z,5628.03
1996-06-19T00:00:00Z,5648.35
1996-06-20T00:00:00Z,5659.43
1996-06-21T00:00:00Z,5705.23
1996-06-24T00:00:00Z,5717.79
1996-06-25T00:00:00Z,5719.27
1996-06-26T00:00:00Z,5682.7
1996-06-27T00:00:00Z,5677.53
1996-06-28T00:00:00Z,5654.63
1996-07-01T00:00:00Z,5729.98
1996-07-02T00:00:00Z,5720.38
1996-07-03T00:00:00Z,5703.02
1996-07-04T00:00:00Z,5703.02
1996-07-05T00:00:00Z,5588.14
1996-07-08T00:00:00Z,5550.83
1996-07-09T00:00:00Z,5581.86
1996-07-10T00:00:00Z,5603.65
1996-07-11T00:00:00Z,5520.5
1996-07-12T00:00:00Z,5510.56
1996-07-15T00:00:00Z,5349.51
1996-07-16T00:00:00Z,5358.76
1996-07-17T00:00:00Z,5376.88
1996-07-18T00:00:00Z,5464.18
1996-07-19T00:00:00Z,5426.82
1996-07-22T00:00:00Z,5390.94
1996-07-23T00:00:00Z,5346.55
1996-07-24T00:00:00Z,5354.69
1996-07-25T00:00:00Z,5422.01
1996-07-26T00:00:00Z,5473.06
1996-07-29T00:00:00Z,5434.59
1996-07-30T00:00:00Z,5481.93
1996-07-31T00:00:00Z,5528.91
1996-08-01T00:00:00Z,5594.75
1996-08-02T00:00:00Z,5679.83
1996-08-05T00:00:00Z,5674.28
1996-08-06T00:00:00Z,5696.11
1996-08-07T00:00:00Z,5718.67
1996-08-08T00:00:00Z,5713.49
1996-08-09T00:00:00Z,5681.31
1996-08-12T00:00:00Z,5704.98
1996-08-13T00:00:00Z,5647.28
1996-08-14T00:00:00Z,5666.88
1996-08-15T00:00:00Z,5665.78
1996-08-16T00:00:00Z,5689.45
1996-08-19T00:00:00Z,5699.44
1996-08-20T00:00:00Z,5721.26
1996-08-21T00:00:00Z,5689.82
1996-08-22T00:00:00Z,5733.47
1996-08-23T00:00:00Z,5722.74
1996-08-26T00:00:00Z,5693.89
1996-08-27T00:00:00Z,5711.27
1996-08-28T00:00:00Z,5712.38
1996-08-29T00:00:00Z,5647.65
1996-08-30T00:00:00Z,5616.21
1996-09-02T00:00:00Z,5616.21
1996-09-03T00:00:00Z,5648.39
1996-09-04T00:00:00Z,5656.9
1996-09-05T00:00:00Z,5606.96
1996-09-06T00:00:00Z,5659.86
1996-09-09T00:00:00Z,5733.84
1996-09-10T00:00:00Z,5727.18
1996-09-11T00:00:00Z,5754.92
1996-09-12T00:00:00Z,5771.94
1996-09-13T00:00:00Z,5838.52
1996-09-16T00:00:00Z,5889.2
1996-09-17T00:00:00Z,5888.83
1996-09-18T00:00:00Z,5877.36
1996-09-19T00:00:00Z,5867.74
1996-09-20T00:00:00Z,5888.46
1996-09-23T00:00:00Z,5894.74
1996-09-24T00:00:00Z,5874.03
1996-09-25T00:00:00Z,5877.36
1996-09-26T00:00:00Z,5868.85
1996-09-27T00:00:00Z,5872.92
1996-09-30T00:00:00Z,5882.17
1996-10-01T00:00:00Z,5904.9
1996-10-02T00:00:00Z,5933.97
1996-10-03T00:00:00Z,5932.85
1996-10-04T00:00:00Z,5992.86
1996-10-07T00:00:00Z,5979.81
1996-10-08T00:00:00Z,5966.77
1996-10-09T00:00:00Z,5930.62
1996-10-10T00:00:00Z,5921.67
1996-10-11T00:00:00Z,5969.38
1996-10-14T00:00:00Z,6010
1996-10-15T00:00:00Z,6004.78
1996-10-16T00:00:00Z,6020.81
1996-10-17T00:00:00Z,6059.2
1996-10-18T00:00:00Z,6094.23
1996-10-21T00:00:00Z,6090.87
1996-10-22T00:00:00Z,6061.8
1996-10-23T00:00:00Z,6036.46
1996-10-24T00:00:00Z,5992.48
1996-10-25T00:00:00Z,6007.02
1996-10-28T00:00:00Z,5972.73
1996-10-29T00:00:00Z,6007.02
1996-10-30T00:00:00Z,5993.23
1996-10-31T00:00:00Z,6029.38
1996-11-01T00:00:00Z,6021.93
1996-11-04T00:00:00Z,6041.68
1996-11-05T00:00:00Z,6081.18
1996-11-06T00:00:00Z,6177.71
1996-11-07T00:00:00Z,6206.04
1996-11-08T00:00:00Z,6219.82
1996-11-11T00:00:00Z,6255.6
1996-11-12T00:00:00Z,6266.04
1996-11-13T00:00:00Z,6274.24
1996-11-14T00:00:00Z,6313
1996-11-15T00:00:00Z,6348.03
1996-11-18T00:00:00Z,6346.91
1996-11-19T00:00:00Z,6397.6
1996-11-20T00:00:00Z,6430.02
1996-11-21T00:00:00Z,6418.47
1996-11-22T00:00:00Z,6471.76
1996-11-25T00:00:00Z,6547.79
1996-11-26T00:00:00Z,6528.41
1996-11-27T00:00:00Z,6499.34
1996-11-28T00:00:00Z,6499.34
1996-11-29T00:00:00Z,6521.7
1996-12-02T00:00:00Z,6521.7
1996-12-03T00:00:00Z,6442.69
1996-12-04T00:00:00Z,6422.94
1996-12-05T00:00:00Z,6437.1
1996-12-06T00:00:00Z,6381.94
1996-12-09T00:00:00Z,6463.94
1996-12-10T00:00:00Z,6473.25
1996-12-11T00:00:00Z,6402.52
1996-12-12T00:00:00Z,6303.71
1996-12-13T00:00:00Z,6304.87
1996-12-16T00:00:00Z,6268.35
1996-12-17T00:00:00Z,6308.33
1996-12-18T00:00:00Z,6346.77
1996-12-19T00:00:00Z,6473.64
1996-12-20T00:00:00Z,6484.4
1996-12-23T00:00:00Z,6489.02
1996-12-24T00:00:00Z,6522.85
1996-12-25T00:00:00Z,6522.85
1996-12-26T00:00:00Z,6546.68
1996-12-27T00:00:00Z,6560.91
1996-12-30T00:00:00Z,6549.37
1996-12-31T00:00:00Z,6448.27
1997-01-01T00:00:00Z,6448.27
1997-01-02T00:00:00Z,6442.49
1997-01-03T00:00:00Z,6544.09
1997-01-06T00:00:00Z,6567.18
1997-01-07T00:00:00Z,6600.66
1997-01-08T00:00:00Z,6549.48
1997-01-09T00:00:00Z,6625.67
1997-01-10T00:00:00Z,6703.79
1997-01-13T00:00:00Z,6709.18
1997-01-14T00:00:00Z,6762.29
1997-01-15T00:00:00Z,6726.88
1997-01-16T00:00:00Z,6765.37
1997-01-17T00:00:00Z,6833.1
1997-01-20T00:00:00Z,6843.87
1997-01-21T00:00:00Z,6883.9
1997-01-22T00:00:00Z,6850.03
1997-01-23T00:00:00Z,6755.75
1997-01-24T00:00:00Z,6696.48
1997-01-27T00:00:00Z,6660.69
1997-01-28T00:00:00Z,6656.08
1997-01-29T00:00:00Z,6740.74
1997-01-30T00:00:00Z,6823.86
1997-01-31T00:00:00Z,6813.09
1997-02-03T00:00:00Z,6806.16
1997-02-04T00:00:00Z,6833.48
1997-02-05T00:00:00Z,6746.9
1997-02-06T00:00:00Z,6773.06
1997-02-07T00:00:00Z,6855.8
1997-02-10T00:00:00Z,6806.54
1997-02-11T00:00:00Z,6858.11
1997-02-12T00:00:00Z,6961.63
1997-02-13T00:00:00Z,7022.44
1997-02-14T00:00:00Z,6988.96
1997-02-17T00:00:00Z,6988.96
1997-02-18T00:00:00Z,7067.46
1997-02-19T00:00:00Z,7020.13
1997-02-20T00:00:00Z,6927.38
1997-02-21T00:00:00Z,6931.62
1997-02-24T00:00:00Z,7008.2
1997-02-25T00:00:00Z,7037.83
1997-02-26T00:00:00Z,6983.18
1997-02-27T00:00:00Z,6925.07
1997-02-28T00:00:00Z,6877.74
1997-03-03T00:00:00Z,6918.92
1997-03-04T00:00:00Z,6852.72
1997-03-05T00:00:00Z,6945.85
1997-03-06T00:00:00Z,6944.7
1997-03-07T00:00:00Z,7000.89
1997-03-10T00:00:00Z,7079.39
1997-03-11T00:00:00Z,7085.16
1997-03-12T00:00:00Z,7039.37
1997-03-13T00:00:00Z,6878.89
1997-03-14T00:00:00Z,6935.46
1997-03-17T00:00:00Z,6955.48
1997-03-18T00:00:00Z,6896.56
1997-03-19T00:00:00Z,6877.68
1997-03-20T00:00:00Z,6820.28
1997-03-21T00:00:00Z,6804.79
1997-03-24T00:00:00Z,6905.25
1997-03-25T00:00:00Z,6876.17
1997-03-26T00:00:00Z,6880.7
1997-03-27T00:00:00Z,6740.59
1997-03-28T00:00:00Z,6740.59
1997-03-31T00:00:00Z,6583.48
1997-04-01T00:00:00Z,6611.05
1997-04-02T00:00:00Z,6517.01
1997-04-03T00:00:00Z,6477.35
1997-04-04T00:00:00Z,6526.07
1997-04-07T00:00:00Z,6555.91
1997-04-08T00:00:00Z,6609.16
1997-04-09T00:00:00Z,6563.84
1997-04-10T00:00:00Z,6540.05
1997-04-11T00:00:00Z,6391.69
1997-04-14T00:00:00Z,6451.9
1997-04-15T00:00:00Z,6587.16
1997-04-16T00:00:00Z,6679.87
1997-04-17T00:00:00Z,6658.6
1997-04-18T00:00:00Z,6703.55
1997-04-21T00:00:00Z,6660.21
1997-04-22T00:00:00Z,6833.59
1997-04-23T00:00:00Z,6812.72
1997-04-24T00:00:00Z,6792.25
1997-04-25T00:00:00Z,6738.87
1997-04-28T00:00:00Z,6783.02
1997-04-29T00:00:00Z,6962.03
1997-04-30T00:00:00Z,7008.99
1997-05-01T00:00:00Z,6976.48
1997-05-02T00:00:00Z,7071.2
1997-05-05T00:00:00Z,7214.49
1997-05-06T00:00:00Z,7225.32
1997-05-07T00:00:00Z,7085.65
1997-05-08T00:00:00Z,7136.62
1997-05-09T00:00:00Z,7169.53
1997-05-12T00:00:00Z,7292.75
1997-05-13T00:00:00Z,7274.21
1997-05-14T00:00:00Z,7286.16
1997-05-15T00:00:00Z,7333.55
1997-05-16T00:00:00Z,7194.67
1997-05-19T00:00:00Z,7228.88
1997-05-20T00:00:00Z,7303.46
1997-05-21T00:00:00Z,7290.69
1997-05-22T00:00:00Z,7258.13
1997-05-23T00:00:00Z,7345.91
1997-05-26T00:00:00Z,7345.91
1997-05-27T00:00:00Z,7383.41
1997-05-28T00:00:00Z,7357.23
1997-05-29T00:00:00Z,7330.18
1997-05-30T00:00:00Z,7331.04
1997-06-02T00:00:00Z,7289.4
1997-06-03T00:00:00Z,7312.15
1997-06-04T00:00:00Z,7269.66
1997-06-05T00:00:00Z,7305.29
1997-06-06T00:00:00Z,7435.78
1997-06-09T00:00:00Z,7478.5
1997-06-10T00:00:00Z,7539.27
1997-06-11T00:00:00Z,7575.83
1997-06-12T00:00:00Z,7711.47
1997-06-13T00:00:00Z,7782.04
1997-06-16T00:00:00Z,7772.09
1997-06-17T00:00:00Z,7760.78
